Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,celltype_identifier,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,source_name,SRA Study
SRR3200825,p31,RNA-Seq,51,68502741,PRJNA314132,SAMN04529118,71233235,sympathetic neuronal cells,Unclassified,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1610644,GSM2079187,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T19:08:00Z,1,GSM2079187,female,thoracic ganglion,SRP071085
SRR3200826,p31,RNA-Seq,51,54566889,PRJNA314132,SAMN04529119,57325952,sympathetic neuronal cells,Noradrenergic2,GEO,public,"fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1610645,GSM2079188,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T19:09:00Z,1,GSM2079188,female,thoracic ganglion,SRP071085
SRR3200827,p31,RNA-Seq,51,56063076,PRJNA314132,SAMN04529120,58575892,sympathetic neuronal cells,Noradrenergic3,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX1610646,GSM2079189,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T19:08:00Z,1,GSM2079189,female,thoracic ganglion,SRP071085
SRR3200828,p31,RNA-Seq,51,63639075,PRJNA314132,SAMN04529121,66210729,sympathetic neuronal cells,Noradrenergic2,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX1610647,GSM2079190,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T19:08:00Z,1,GSM2079190,female,thoracic ganglion,SRP071085
SRR3200829,p31,RNA-Seq,51,60399606,PRJNA314132,SAMN04529122,62872995,sympathetic neuronal cells,Noradrenergic3,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX1610648,GSM2079191,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T19:08:00Z,1,GSM2079191,female,thoracic ganglion,SRP071085
SRR3200830,p31,RNA-Seq,51,42576432,PRJNA314132,SAMN04529123,44285755,sympathetic neuronal cells,Glutamatergic,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1610649,GSM2079192,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T19:04:00Z,1,GSM2079192,female,thoracic ganglion,SRP071085
SRR3200831,p31,RNA-Seq,51,50447109,PRJNA314132,SAMN04529124,52688624,sympathetic neuronal cells,Noradrenergic4,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1610650,GSM2079193,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T19:04:00Z,1,GSM2079193,female,thoracic ganglion,SRP071085
SRR3200832,p31,RNA-Seq,51,52530459,PRJNA314132,SAMN04529125,54669981,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1610651,GSM2079194,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T19:04:00Z,1,GSM2079194,female,thoracic ganglion,SRP071085
SRR3200833,p31,RNA-Seq,51,62822412,PRJNA314132,SAMN04529126,65325226,sympathetic neuronal cells,Noradrenergic2,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1610652,GSM2079195,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T19:03:00Z,1,GSM2079195,female,thoracic ganglion,SRP071085
SRR3200834,p31,RNA-Seq,51,58842168,PRJNA314132,SAMN04529127,61194185,sympathetic neuronal cells,Noradrenergic5,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1610653,GSM2079196,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T19:03:00Z,1,GSM2079196,female,thoracic ganglion,SRP071085
SRR3200835,p31,RNA-Seq,51,52710846,PRJNA314132,SAMN04529128,54992497,sympathetic neuronal cells,Noradrenergic5,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1610654,GSM2079197,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T19:02:00Z,1,GSM2079197,female,thoracic ganglion,SRP071085
SRR3200837,p31,RNA-Seq,51,55715307,PRJNA314132,SAMN04529130,58085686,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1610656,GSM2079199,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T19:02:00Z,1,GSM2079199,female,thoracic ganglion,SRP071085
SRR3200842,p31,RNA-Seq,51,34235688,PRJNA314132,SAMN04529135,35870210,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1610661,GSM2079204,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T19:01:00Z,1,GSM2079204,female,thoracic ganglion,SRP071085
SRR3200843,p31,RNA-Seq,51,44152383,PRJNA314132,SAMN04529136,46001286,sympathetic neuronal cells,Noradrenergic4,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1610662,GSM2079205,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T19:01:00Z,1,GSM2079205,female,thoracic ganglion,SRP071085
SRR3200844,p31,RNA-Seq,51,44008308,PRJNA314132,SAMN04529137,45951031,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX1610663,GSM2079206,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T19:01:00Z,1,GSM2079206,female,thoracic ganglion,SRP071085
SRR3200846,p31,RNA-Seq,51,51913257,PRJNA314132,SAMN04529139,54417116,sympathetic neuronal cells,Noradrenergic2,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1610665,GSM2079208,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T19:01:00Z,1,GSM2079208,female,thoracic ganglion,SRP071085
SRR3200851,p31,RNA-Seq,51,50517489,PRJNA314132,SAMN04529365,53137525,sympathetic neuronal cells,Noradrenergic1,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1610670,GSM2079213,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T19:01:00Z,1,GSM2079213,female,thoracic ganglion,SRP071085
SRR3200853,p31,RNA-Seq,51,59506749,PRJNA314132,SAMN04529367,62175136,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX1610672,GSM2079215,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:58:00Z,1,GSM2079215,female,thoracic ganglion,SRP071085
SRR3200855,p31,RNA-Seq,51,48996822,PRJNA314132,SAMN04529369,51390369,sympathetic neuronal cells,Noradrenergic3,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX1610674,GSM2079217,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:58:00Z,1,GSM2079217,female,thoracic ganglion,SRP071085
SRR3200856,p31,RNA-Seq,51,35905020,PRJNA314132,SAMN04529370,37849251,sympathetic neuronal cells,Noradrenergic4,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX1610675,GSM2079218,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:58:00Z,1,GSM2079218,female,thoracic ganglion,SRP071085
SRR3200859,p31,RNA-Seq,51,61897374,PRJNA314132,SAMN04529373,64800582,sympathetic neuronal cells,Noradrenergic2,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1610678,GSM2079221,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:58:00Z,1,GSM2079221,female,thoracic ganglion,SRP071085
SRR3200860,p31,RNA-Seq,51,59037906,PRJNA314132,SAMN04529374,61971365,sympathetic neuronal cells,Ach1,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX1610679,GSM2079222,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:58:00Z,1,GSM2079222,female,thoracic ganglion,SRP071085
SRR3200861,p31,RNA-Seq,51,53640219,PRJNA314132,SAMN04529375,55744220,sympathetic neuronal cells,Noradrenergic4,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1610680,GSM2079223,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:58:00Z,1,GSM2079223,female,thoracic ganglion,SRP071085
SRR3200862,p31,RNA-Seq,51,49093722,PRJNA314132,SAMN04529376,51403411,sympathetic neuronal cells,Noradrenergic2,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1610681,GSM2079224,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:58:00Z,1,GSM2079224,female,thoracic ganglion,SRP071085
SRR3200864,p31,RNA-Seq,51,47715753,PRJNA314132,SAMN04529378,48991151,sympathetic neuronal cells,Noradrenergic1,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1610683,GSM2079226,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:58:00Z,1,GSM2079226,female,thoracic ganglion,SRP071085
SRR3200865,p31,RNA-Seq,51,73937964,PRJNA314132,SAMN04529379,76829571,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1610684,GSM2079227,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:58:00Z,1,GSM2079227,female,thoracic ganglion,SRP071085
SRR3200866,p31,RNA-Seq,51,58529079,PRJNA314132,SAMN04529380,60981060,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX1610685,GSM2079228,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:58:00Z,1,GSM2079228,female,thoracic ganglion,SRP071085
SRR3200867,p31,RNA-Seq,51,60037506,PRJNA314132,SAMN04529381,62567072,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX1610686,GSM2079229,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:58:00Z,1,GSM2079229,female,thoracic ganglion,SRP071085
SRR3200870,p31,RNA-Seq,51,59423415,PRJNA314132,SAMN04529384,62485853,sympathetic neuronal cells,Noradrenergic5,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1610689,GSM2079232,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:58:00Z,1,GSM2079232,female,thoracic ganglion,SRP071085
SRR3200871,p31,RNA-Seq,51,65002305,PRJNA314132,SAMN04529385,67622792,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX1610690,GSM2079233,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:58:00Z,1,GSM2079233,female,thoracic ganglion,SRP071085
SRR3200872,p31,RNA-Seq,51,68389929,PRJNA314132,SAMN04529386,71548295,sympathetic neuronal cells,Noradrenergic3,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1610691,GSM2079234,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:58:00Z,1,GSM2079234,female,thoracic ganglion,SRP071085
SRR3200873,p31,RNA-Seq,51,59233440,PRJNA314132,SAMN04529387,62040382,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1610692,GSM2079235,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:56:00Z,1,GSM2079235,female,thoracic ganglion,SRP071085
SRR3200874,p31,RNA-Seq,51,45465429,PRJNA314132,SAMN04529388,47801320,sympathetic neuronal cells,Noradrenergic2,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX1610693,GSM2079236,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:56:00Z,1,GSM2079236,female,thoracic ganglion,SRP071085
SRR3200875,p31,RNA-Seq,51,59685300,PRJNA314132,SAMN04529389,62574986,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX1610694,GSM2079237,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:56:00Z,1,GSM2079237,female,thoracic ganglion,SRP071085
SRR3200876,p31,RNA-Seq,51,58979358,PRJNA314132,SAMN04529390,62123630,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1610695,GSM2079238,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079238,female,thoracic ganglion,SRP071085
SRR3200877,p31,RNA-Seq,51,68336787,PRJNA314132,SAMN04529391,71648100,sympathetic neuronal cells,Noradrenergic2,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1610696,GSM2079239,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079239,female,thoracic ganglion,SRP071085
SRR3200878,p31,RNA-Seq,51,72463809,PRJNA314132,SAMN04529392,75396131,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX1610697,GSM2079240,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079240,female,thoracic ganglion,SRP071085
SRR3200879,p31,RNA-Seq,51,63350976,PRJNA314132,SAMN04529333,66914882,sympathetic neuronal cells,Noradrenergic2,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1610698,GSM2079241,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079241,female,thoracic ganglion,SRP071085
SRR3200880,p31,RNA-Seq,51,61494678,PRJNA314132,SAMN04529334,64580479,sympathetic neuronal cells,Noradrenergic2,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX1610699,GSM2079242,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079242,female,thoracic ganglion,SRP071085
SRR3200881,p33,RNA-Seq,51,46991145,PRJNA314132,SAMN04529335,49473257,sympathetic neuronal cells,Noradrenergic4,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1610700,GSM2079243,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079243,female,thoracic ganglion,SRP071085
SRR3200882,p33,RNA-Seq,51,48088155,PRJNA314132,SAMN04529336,49969762,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1610701,GSM2079244,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079244,female,thoracic ganglion,SRP071085
SRR3200883,p33,RNA-Seq,51,32245005,PRJNA314132,SAMN04529337,33747172,sympathetic neuronal cells,Unclassified,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1610702,GSM2079245,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079245,female,thoracic ganglion,SRP071085
SRR3200884,p33,RNA-Seq,51,51350217,PRJNA314132,SAMN04529338,53810953,sympathetic neuronal cells,Noradrenergic2,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1610703,GSM2079246,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079246,female,thoracic ganglion,SRP071085
SRR3200885,p33,RNA-Seq,51,55563327,PRJNA314132,SAMN04529339,57958927,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX1610704,GSM2079247,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079247,female,thoracic ganglion,SRP071085
SRR3200886,p33,RNA-Seq,51,46950243,PRJNA314132,SAMN04529340,48911201,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1610705,GSM2079248,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079248,female,thoracic ganglion,SRP071085
SRR3200887,p33,RNA-Seq,51,44813700,PRJNA314132,SAMN04529341,47025078,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1610706,GSM2079249,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079249,female,thoracic ganglion,SRP071085
SRR3200888,p33,RNA-Seq,51,47624004,PRJNA314132,SAMN04529342,49191489,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX1610707,GSM2079250,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079250,female,thoracic ganglion,SRP071085
SRR3200889,p33,RNA-Seq,51,51605982,PRJNA314132,SAMN04529343,54501408,sympathetic neuronal cells,Noradrenergic3,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1610708,GSM2079251,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079251,female,thoracic ganglion,SRP071085
SRR3200890,p33,RNA-Seq,51,45086499,PRJNA314132,SAMN04529344,47393669,sympathetic neuronal cells,Unclassified,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1610709,GSM2079252,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079252,female,thoracic ganglion,SRP071085
SRR3200891,p33,RNA-Seq,51,60078765,PRJNA314132,SAMN04529345,63161566,sympathetic neuronal cells,Noradrenergic2,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX1610710,GSM2079253,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079253,female,thoracic ganglion,SRP071085
SRR3200892,p33,RNA-Seq,51,53700960,PRJNA314132,SAMN04529346,55989922,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX1610711,GSM2079254,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079254,female,thoracic ganglion,SRP071085
SRR3200893,p33,RNA-Seq,51,42831381,PRJNA314132,SAMN04529347,45032279,sympathetic neuronal cells,Unclassified,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1610712,GSM2079255,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079255,female,thoracic ganglion,SRP071085
SRR3200894,p33,RNA-Seq,51,51036108,PRJNA314132,SAMN04529348,53554369,sympathetic neuronal cells,Noradrenergic2,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX1610713,GSM2079256,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079256,female,thoracic ganglion,SRP071085
SRR3200895,p33,RNA-Seq,51,69077664,PRJNA314132,SAMN04529349,71600110,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1610714,GSM2079257,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:55:00Z,1,GSM2079257,female,thoracic ganglion,SRP071085
SRR3200896,p33,RNA-Seq,51,48506712,PRJNA314132,SAMN04529350,50444088,sympathetic neuronal cells,Unclassified,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1610715,GSM2079258,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:54:00Z,1,GSM2079258,female,thoracic ganglion,SRP071085
SRR3200897,p33,RNA-Seq,51,35924196,PRJNA314132,SAMN04529351,37322148,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1610716,GSM2079259,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:52:00Z,1,GSM2079259,female,thoracic ganglion,SRP071085
SRR3200898,p33,RNA-Seq,51,55046799,PRJNA314132,SAMN04529352,57061227,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX1610717,GSM2079260,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:52:00Z,1,GSM2079260,female,thoracic ganglion,SRP071085
SRR3200902,p33,RNA-Seq,51,43952565,PRJNA314132,SAMN04529356,45856339,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1610721,GSM2079264,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:51:00Z,1,GSM2079264,female,thoracic ganglion,SRP071085
